sex,age,exercise,innovation,user,try,train,cv
0,30~39,0,0.750957596,0,0,TRUE,4
0,10~19,1,0.809596456,0,0,TRUE,3
1,10~19,1,0.295427839,0,1,FALSE,0
0,30~39,1,0.907332005,1,0,TRUE,0
0,20~29,0,0.656018852,0,1,TRUE,0
1,10~19,0,0.565081193,1,1,TRUE,3
0,20~29,0,0.254095993,0,0,TRUE,4
0,30~39,1,0.079051428,0,0,TRUE,0
1,30~39,1,0.737257557,0,1,FALSE,1
1,30~39,0,0.009892121,0,0,TRUE,1
0,30~39,1,0.000801381,0,1,TRUE,4
1,20~29,0,0.902364908,1,1,FALSE,2
0,10~19,1,0.511558505,0,0,TRUE,2
1,20~29,1,0.754158446,1,1,TRUE,1
0,30~39,1,0.495840141,0,1,FALSE,4
1,30~39,0,0.305043503,0,0,FALSE,1
0,30~39,0,0.799985135,0,1,TRUE,4
1,20~29,1,0.532385533,0,1,FALSE,1
1,10~19,1,0.428555083,0,0,TRUE,4
0,20~29,0,0.3984602,0,1,TRUE,4
0,30~39,1,0.660230205,0,1,FALSE,2
1,20~29,1,0.19266201,1,1,TRUE,0
0,10~19,0,0.198134611,0,1,TRUE,2
1,20~29,0,0.849451721,0,1,FALSE,1
0,20~29,1,0.154948498,0,1,FALSE,2
0,10~19,1,0.115532918,0,0,TRUE,1
0,20~29,1,0.01901055,0,1,TRUE,1
1,30~39,1,0.890819325,0,1,FALSE,1
0,20~29,1,0.13503557,0,1,TRUE,1
0,30~39,0,0.215466919,0,1,TRUE,4
0,10~19,1,0.542848697,0,1,TRUE,1
1,30~39,1,0.144263498,0,1,FALSE,4
0,30~39,1,0.083580515,0,1,FALSE,2
1,10~19,1,0.747404111,1,1,FALSE,2
0,30~39,0,0.353455473,0,0,TRUE,1
0,20~29,1,0.497832533,0,1,TRUE,1
1,20~29,0,0.198364447,0,0,TRUE,3
1,10~19,0,0.524520569,0,1,TRUE,2
0,20~29,0,0.125921921,0,0,FALSE,1
0,20~29,0,0.870608712,1,1,FALSE,0
0,30~39,1,0.979270605,0,1,TRUE,3
0,20~29,0,0.278386763,0,1,TRUE,1
1,30~39,1,0.564675782,1,1,FALSE,1
1,20~29,0,0.35306172,0,1,FALSE,0
0,30~39,1,0.470321011,0,1,TRUE,4
0,30~39,1,0.613213674,0,1,TRUE,1
0,10~19,1,0.984513497,0,1,TRUE,2
1,10~19,1,0.591254376,0,1,FALSE,2
0,20~29,1,0.985514658,0,1,TRUE,2
0,30~39,0,0.364519415,1,0,TRUE,2
0,10~19,0,0.817179174,0,1,TRUE,0
0,20~29,0,0.832584239,0,1,TRUE,1
0,30~39,0,0.214357256,1,1,FALSE,2
0,10~19,1,0.675828291,1,1,FALSE,3
1,30~39,1,0.171294664,0,1,TRUE,3
1,10~19,1,0.691577668,1,1,TRUE,0
1,30~39,1,0.594781748,1,1,TRUE,4
0,10~19,1,0.856930641,1,1,FALSE,1
0,10~19,1,0.825868414,0,0,TRUE,2
0,30~39,0,0.598285746,0,0,TRUE,2
1,10~19,1,0.674503416,1,1,TRUE,0
0,30~39,0,0.886008623,0,1,TRUE,2
0,20~29,0,0.094761454,0,1,FALSE,2
1,30~39,1,0.738048034,0,1,FALSE,0
0,10~19,0,0.539072065,0,1,TRUE,0
0,20~29,1,0.334997527,0,1,TRUE,4
0,20~29,1,0.423091924,1,0,TRUE,1
1,30~39,0,0.480721321,0,0,TRUE,4
0,30~39,1,0.419671271,0,1,TRUE,1
1,10~19,1,0.06033604,0,1,TRUE,4
0,20~29,1,0.895210897,0,1,TRUE,2
0,10~19,0,0.938555497,0,0,FALSE,0
1,10~19,1,0.212464913,0,1,TRUE,1
0,20~29,0,0.686359487,0,0,FALSE,4
1,30~39,1,0.53628546,0,1,TRUE,2
0,10~19,1,0.9133204,0,1,TRUE,4
0,20~29,1,0.89020389,0,0,TRUE,4
1,10~19,1,0.289624503,0,1,TRUE,3
0,20~29,1,0.569649114,0,1,TRUE,4
0,20~29,1,0.821248301,0,1,TRUE,4
0,20~29,1,0.173619336,0,1,TRUE,4
0,10~19,1,0.085373613,0,0,TRUE,4
0,30~39,1,0.920351377,0,1,FALSE,1
1,30~39,1,0.881939684,0,1,TRUE,0
1,10~19,0,0.338114585,0,1,TRUE,2
1,20~29,1,0.042304685,0,1,FALSE,2
0,20~29,0,0.955750204,0,1,FALSE,1
0,20~29,0,0.462335544,1,1,TRUE,4
0,10~19,1,0.610574944,0,1,FALSE,2
0,20~29,0,0.820962657,0,0,TRUE,1
1,30~39,0,0.501264821,0,0,FALSE,4
0,30~39,1,0.147946898,1,1,TRUE,3
0,20~29,1,0.578528807,1,0,TRUE,3
1,20~29,0,0.243080504,0,0,FALSE,4
1,20~29,1,0.902105224,0,1,TRUE,2
0,10~19,1,0.605576374,1,1,TRUE,1
1,30~39,0,0.692881146,0,1,FALSE,2
1,10~19,0,0.723794649,0,0,FALSE,4
0,10~19,1,0.586733432,0,0,FALSE,1
0,10~19,0,0.07172644,0,1,FALSE,0
1,20~29,1,0.550712403,0,1,TRUE,4
0,10~19,1,0.954378144,0,1,FALSE,3
1,30~39,1,0.659736829,0,1,TRUE,1
1,20~29,1,0.042583405,0,1,TRUE,2
1,10~19,0,0.005796454,1,0,TRUE,1
1,20~29,0,0.859644807,0,1,FALSE,3
0,30~39,0,0.846229544,1,1,TRUE,3
1,30~39,1,0.807070245,0,1,FALSE,2
1,20~29,1,0.060645082,0,1,TRUE,3
0,30~39,0,0.837337057,0,1,TRUE,3
0,30~39,1,0.573738337,0,1,TRUE,1
1,10~19,0,0.260936901,0,1,TRUE,1
0,20~29,1,0.479879353,0,1,FALSE,4
0,30~39,0,0.665708982,0,1,TRUE,0
1,20~29,1,0.580696797,0,1,TRUE,1
0,30~39,1,0.724499307,0,0,TRUE,3
0,30~39,1,0.353810587,0,1,TRUE,3
0,10~19,1,0.978570649,0,1,TRUE,4
1,30~39,0,0.918898334,0,1,TRUE,1
1,20~29,0,0.314501576,0,1,TRUE,3
0,20~29,1,0.660767429,0,1,TRUE,0
0,10~19,1,0.163136566,0,1,TRUE,0
0,30~39,1,0.333744548,0,0,TRUE,2
1,30~39,0,0.935222502,0,0,FALSE,3
0,10~19,1,0.836224476,1,1,TRUE,4
0,10~19,1,0.129174833,0,0,FALSE,1
1,10~19,1,0.590160724,0,1,FALSE,0
1,20~29,0,0.420662085,0,1,TRUE,0
1,30~39,1,0.396697647,1,1,TRUE,1
0,30~39,1,0.881783276,0,1,FALSE,3
1,10~19,1,0.415356595,1,1,TRUE,2
1,10~19,0,0.514591392,0,1,FALSE,4
1,30~39,0,0.275514547,0,1,FALSE,1
0,20~29,1,0.024036454,0,0,FALSE,3
1,30~39,0,0.91535746,0,0,TRUE,1
1,30~39,1,0.739612601,1,1,TRUE,1
1,20~29,1,0.439304829,0,1,TRUE,4
1,20~29,1,0.989760771,1,1,TRUE,3
0,10~19,1,0.200487681,1,0,TRUE,2
1,30~39,1,0.691375392,0,1,FALSE,4
0,20~29,1,0.254017253,0,1,TRUE,0
0,30~39,0,0.296121235,0,0,TRUE,1
1,10~19,0,0.010736079,0,0,TRUE,3
0,30~39,0,0.247676097,0,0,TRUE,0
0,20~29,0,0.336924865,1,1,TRUE,4
1,30~39,1,0.377617439,1,1,TRUE,0
0,30~39,0,0.848848479,0,1,TRUE,3
1,20~29,1,0.484208034,0,1,TRUE,3
0,10~19,1,0.495053714,1,1,TRUE,0
0,20~29,1,0.898036945,0,1,FALSE,4
1,20~29,1,0.462168297,0,0,TRUE,2
0,10~19,1,0.854423798,0,1,TRUE,2
0,30~39,0,0.289744271,0,0,TRUE,2
0,30~39,1,0.739193833,0,0,TRUE,3
0,20~29,1,0.031285482,1,0,FALSE,1
1,10~19,1,0.893494725,1,1,FALSE,4
1,10~19,1,0.091273091,0,1,TRUE,1
1,10~19,0,0.110440293,0,1,FALSE,4
0,10~19,1,0.868932044,1,1,TRUE,0
0,20~29,1,0.620475798,1,0,TRUE,3
0,10~19,1,0.649394312,0,1,TRUE,4
0,30~39,0,0.602461639,0,0,TRUE,4
0,10~19,1,0.338111904,0,1,FALSE,1
1,30~39,0,0.101190972,0,1,TRUE,4
1,30~39,1,0.8460699,0,1,FALSE,1
0,10~19,1,0.672158195,0,1,TRUE,1
1,10~19,1,0.964862167,1,1,TRUE,4
1,30~39,1,0.548498072,0,1,FALSE,4
0,30~39,1,0.170869661,0,1,FALSE,3
0,20~29,1,0.022923446,1,1,TRUE,3
0,20~29,1,0.670023119,0,0,TRUE,3
1,10~19,1,0.082317293,0,1,TRUE,0
0,30~39,1,0.552942145,0,1,FALSE,4
1,10~19,1,0.109667326,0,1,TRUE,4
0,10~19,0,0.365248923,0,0,TRUE,4
0,20~29,1,0.054994124,0,1,TRUE,2
1,10~19,1,0.409072775,1,1,TRUE,2
0,30~39,1,0.553176578,0,0,FALSE,3
0,30~39,1,0.879583406,0,0,TRUE,3
0,20~29,1,0.638773819,1,1,TRUE,1
1,10~19,1,0.983652192,0,1,FALSE,2
1,10~19,1,0.084931601,0,1,TRUE,4
1,30~39,1,0.82350325,0,0,FALSE,2
1,10~19,0,0.738085614,1,1,TRUE,2
1,20~29,0,0.691636538,0,1,TRUE,2
0,20~29,1,0.430826011,0,1,FALSE,3
1,10~19,0,0.42087702,0,1,TRUE,0
1,20~29,1,0.549216975,0,1,TRUE,4
1,30~39,0,0.528661412,0,1,TRUE,1
0,20~29,0,0.5544991,0,1,FALSE,4
1,10~19,1,0.017549214,0,1,TRUE,1
1,30~39,1,0.953761608,0,0,FALSE,2
0,20~29,1,0.680520033,0,1,TRUE,2
1,10~19,1,0.827000081,0,1,FALSE,3
0,30~39,0,0.988853924,1,1,TRUE,2
0,30~39,1,0.833651,0,1,TRUE,3
0,30~39,1,0.141423445,0,0,TRUE,0
0,20~29,1,0.390678277,1,1,TRUE,4
1,20~29,1,0.170787036,0,1,TRUE,2
1,10~19,1,0.172601583,0,1,TRUE,0
0,30~39,0,0.770150121,1,0,TRUE,1
0,10~19,0,0.961354736,0,1,TRUE,3
0,10~19,0,0.778660502,1,1,TRUE,3
1,30~39,0,0.193438199,0,1,TRUE,3
0,10~19,1,0.42767036,1,1,FALSE,2
0,20~29,1,0.046939987,1,1,TRUE,3
0,30~39,0,0.24801939,0,0,TRUE,1
0,30~39,1,0.508231814,0,1,TRUE,0
0,10~19,0,0.157264712,0,1,TRUE,3
0,10~19,0,0.954961469,0,1,TRUE,2
0,30~39,0,0.634884536,0,0,TRUE,3
1,20~29,1,0.605984343,0,1,FALSE,3
0,20~29,0,0.059836756,1,1,FALSE,3
1,30~39,1,0.558145144,0,1,TRUE,0
1,20~29,0,0.276450444,0,1,TRUE,4
1,30~39,0,0.928576439,0,0,TRUE,1
0,10~19,0,0.387690952,0,1,TRUE,1
0,20~29,0,0.15690137,0,0,TRUE,1
0,10~19,1,0.243902526,0,1,TRUE,0
0,30~39,0,0.436544939,0,1,FALSE,4
1,20~29,1,0.188602977,0,1,FALSE,4
0,30~39,1,0.070943019,0,1,TRUE,3
0,10~19,1,0.379741522,0,1,TRUE,3
1,20~29,0,0.935196068,0,1,TRUE,3
0,30~39,0,0.887773702,0,0,TRUE,2
0,10~19,1,0.05328601,1,1,FALSE,2
0,20~29,0,0.184182131,0,1,FALSE,3
0,30~39,1,0.17391972,0,0,TRUE,1
1,10~19,0,0.819149012,0,0,TRUE,0
1,30~39,1,0.926999523,0,1,TRUE,3
1,30~39,1,0.398982925,1,1,FALSE,1
0,30~39,0,0.036990576,0,0,TRUE,4
1,10~19,1,0.540123227,0,1,TRUE,3
1,20~29,1,0.006711777,0,0,TRUE,2
1,30~39,1,0.583273159,0,1,TRUE,2
1,10~19,1,0.782892673,0,1,TRUE,0
0,10~19,0,0.747576891,0,0,TRUE,2
1,20~29,0,0.880424003,0,0,TRUE,3
0,20~29,1,0.159837485,1,0,TRUE,0
0,20~29,1,0.111990572,0,1,TRUE,3
1,20~29,0,0.654928598,0,1,TRUE,1
0,10~19,0,0.706632485,0,0,TRUE,2
0,10~19,1,0.015913956,0,1,TRUE,2
1,10~19,1,0.949177618,0,1,TRUE,1
1,10~19,1,0.378922279,1,1,TRUE,0
0,30~39,1,0.891218498,1,0,TRUE,0
1,30~39,1,0.621867313,0,1,FALSE,3
1,10~19,1,0.955270545,0,1,TRUE,4
0,10~19,1,0.701166157,0,0,TRUE,3
0,30~39,1,0.175543057,1,0,TRUE,2
0,30~39,1,0.167144395,0,1,TRUE,1
0,20~29,0,0.443062434,1,1,TRUE,4
1,20~29,0,0.375387325,1,1,FALSE,4
1,30~39,1,0.654263221,0,1,FALSE,0
1,10~19,1,0.340578648,0,1,TRUE,3
1,20~29,0,0.117929861,0,1,TRUE,3
0,10~19,1,0.044606969,0,1,TRUE,4
0,10~19,1,0.025560244,1,0,TRUE,0
1,30~39,1,0.549504318,0,1,FALSE,4
1,10~19,1,0.352659796,0,1,TRUE,2
0,20~29,1,0.560871279,0,1,TRUE,2
1,10~19,0,0.349182016,0,1,TRUE,2
0,30~39,1,0.718644086,0,0,TRUE,4
1,10~19,1,0.773406181,0,1,TRUE,3
1,20~29,0,0.464526004,0,0,FALSE,0
0,20~29,1,0.639321464,0,0,FALSE,3
0,30~39,0,0.339186534,1,0,FALSE,1
0,20~29,1,0.27922606,0,1,FALSE,0
1,20~29,0,0.336066854,0,1,TRUE,1
0,10~19,0,0.531221577,0,1,TRUE,0
1,20~29,0,0.518408599,1,1,FALSE,4
1,10~19,0,0.401195252,0,1,FALSE,3
1,20~29,0,0.634823633,0,0,TRUE,3
0,20~29,0,0.393025441,0,1,TRUE,1
1,30~39,1,0.18802913,0,0,TRUE,2
0,20~29,1,0.020568124,0,1,TRUE,1
1,10~19,1,0.85352509,0,1,TRUE,4
1,10~19,1,0.128478498,1,1,TRUE,2
0,10~19,0,0.956719032,0,0,TRUE,2
1,20~29,0,0.40074563,0,0,TRUE,0
1,30~39,1,0.059546523,0,0,FALSE,4
1,10~19,0,0.62335894,0,1,FALSE,0
1,30~39,1,0.988677626,0,1,TRUE,4
1,20~29,1,0.839164934,0,1,FALSE,3
0,20~29,0,0.909406997,0,1,TRUE,3
1,20~29,0,0.092049318,0,1,FALSE,1
1,30~39,1,0.613432123,0,1,TRUE,1
1,20~29,1,0.678016414,0,1,TRUE,4
0,10~19,1,0.031313208,1,0,FALSE,4
0,20~29,0,0.978008287,0,1,TRUE,0
1,30~39,1,0.046542032,0,0,TRUE,0
0,10~19,1,0.656154075,0,0,FALSE,4
1,10~19,1,0.125003153,0,1,TRUE,3
0,10~19,1,0.909288172,0,1,TRUE,2
0,30~39,0,0.831632491,0,1,TRUE,1
0,10~19,1,0.610114263,0,0,TRUE,2
0,10~19,1,0.155312983,0,1,FALSE,2
0,30~39,1,0.622916481,0,0,TRUE,4
0,30~39,0,0.098325152,0,0,TRUE,3
0,20~29,1,0.24003402,0,1,TRUE,3
1,20~29,0,0.233634307,0,1,FALSE,1
0,20~29,1,0.441665406,1,1,TRUE,0
1,20~29,0,0.722135736,1,1,FALSE,0
1,20~29,1,0.25578261,0,1,TRUE,2
0,20~29,0,0.731163783,0,1,TRUE,1
0,30~39,1,0.24014762,1,1,TRUE,3
0,30~39,0,0.858319778,0,0,FALSE,4
1,10~19,1,0.345833339,0,1,TRUE,2
0,20~29,1,0.049740149,1,0,TRUE,0
0,20~29,1,0.003714514,1,0,TRUE,2
0,10~19,0,0.976353533,0,0,TRUE,3
1,20~29,1,0.65318146,0,0,TRUE,4
0,20~29,0,0.007164588,1,0,TRUE,1
0,10~19,1,0.764530577,0,0,TRUE,3
1,30~39,0,0.083609415,0,1,TRUE,3
1,10~19,1,0.719055088,0,1,TRUE,0
0,30~39,1,0.703637773,0,0,TRUE,1
0,30~39,0,0.944887451,0,0,FALSE,1
1,20~29,0,0.472360877,0,0,TRUE,2
1,30~39,1,0.135858047,0,0,FALSE,0
0,20~29,1,0.593105749,0,1,FALSE,4
1,20~29,0,0.561106468,0,0,TRUE,2
1,10~19,0,0.38841771,0,1,TRUE,3
0,30~39,1,0.714145816,0,1,FALSE,1
1,30~39,0,0.893841862,0,1,TRUE,2
0,30~39,1,0.053733142,0,1,FALSE,2
0,30~39,1,0.817522926,0,1,FALSE,2
1,10~19,0,0.671491937,1,1,TRUE,1
0,20~29,1,0.13644351,0,1,FALSE,3
0,10~19,1,0.943681679,0,1,TRUE,1
0,20~29,1,0.740217166,0,1,TRUE,2
1,10~19,1,0.125644375,0,0,TRUE,3
1,30~39,1,0.703799092,0,0,TRUE,4
1,20~29,1,0.512203945,0,0,TRUE,1
0,30~39,1,0.020866734,0,1,FALSE,2
1,20~29,1,0.618570539,0,1,TRUE,4
1,30~39,1,0.0128255,1,1,TRUE,2
0,30~39,0,0.582294738,0,0,TRUE,4
1,20~29,1,0.763273773,1,1,FALSE,1
1,30~39,0,0.83857725,1,1,FALSE,3
0,10~19,1,0.106501197,0,1,TRUE,2
0,20~29,1,0.83848209,0,1,TRUE,1
0,30~39,1,0.897084268,0,0,TRUE,2
0,30~39,0,0.679483104,0,1,FALSE,1
0,20~29,0,0.162819472,0,1,TRUE,3
0,30~39,1,0.270665156,1,0,TRUE,2
1,30~39,1,0.053040144,0,0,FALSE,4
1,30~39,0,0.534484423,1,0,TRUE,0
0,10~19,1,0.99724078,1,1,FALSE,0
0,10~19,1,0.226252555,1,0,TRUE,4
0,20~29,1,0.468294752,1,1,FALSE,4
0,10~19,1,0.165224513,1,1,FALSE,3
0,30~39,0,0.858458256,0,0,TRUE,0
1,30~39,1,0.654809334,0,1,TRUE,4
1,20~29,1,0.590132587,0,1,TRUE,4
0,10~19,1,0.218732195,0,0,TRUE,4
1,20~29,0,0.598250118,0,1,TRUE,3
1,20~29,0,0.47596454,0,0,FALSE,4
0,30~39,1,0.670162717,0,1,TRUE,3
1,10~19,1,0.159280373,0,1,TRUE,3
0,20~29,0,0.458192915,1,1,TRUE,1
0,10~19,1,0.764678897,1,1,TRUE,4
0,10~19,1,0.416958828,0,1,FALSE,2
1,10~19,1,0.866938751,0,1,TRUE,4
1,10~19,1,0.718370896,0,1,TRUE,3
0,30~39,1,0.500374869,0,1,TRUE,4
1,10~19,0,0.272316909,0,1,TRUE,0
1,20~29,1,0.666062125,0,1,FALSE,4
1,30~39,1,0.322549148,0,1,TRUE,3
0,10~19,1,0.5635762,0,1,TRUE,3
0,30~39,1,0.455451699,0,1,TRUE,3
0,30~39,1,0.696379975,0,0,TRUE,1
0,10~19,1,0.353575987,0,0,TRUE,2
0,30~39,0,0.187824548,0,0,TRUE,0
1,30~39,1,0.845405274,1,1,TRUE,3
0,30~39,0,0.223573611,0,0,TRUE,4
0,10~19,0,0.730143596,0,0,FALSE,3
0,30~39,1,0.220649115,0,0,TRUE,1
0,30~39,1,0.463903222,1,1,TRUE,4
0,10~19,1,0.883042247,0,0,TRUE,0
0,20~29,0,0.376089967,0,0,FALSE,4
0,30~39,1,0.713503387,0,0,TRUE,1
1,30~39,0,0.842120838,1,0,TRUE,2
1,20~29,1,0.828118026,0,1,TRUE,3
0,20~29,1,0.640233899,1,1,TRUE,4
1,30~39,0,0.372480779,0,0,FALSE,0
0,20~29,1,0.058319509,0,1,FALSE,4
0,10~19,0,0.690957056,0,0,TRUE,0
0,20~29,1,0.431497947,0,0,TRUE,0
0,20~29,1,0.026433739,0,0,FALSE,1
0,30~39,1,0.949584515,0,1,TRUE,4
1,10~19,0,0.057585311,1,1,TRUE,1
0,10~19,1,0.523850021,0,1,TRUE,0
1,10~19,1,0.063628795,0,1,FALSE,1
0,10~19,0,0.363934969,0,1,TRUE,0
1,20~29,1,0.435549242,0,1,TRUE,0
1,20~29,1,0.174701448,0,1,TRUE,4
0,10~19,0,0.016274571,0,0,TRUE,4
0,20~29,1,0.443211264,0,1,FALSE,1
0,30~39,0,0.258083432,0,1,TRUE,2
0,10~19,1,0.740648469,1,1,FALSE,2
0,10~19,1,0.006362695,0,1,TRUE,2
1,20~29,0,0.77874894,0,1,TRUE,2
0,30~39,1,0.798806972,0,1,TRUE,2
1,20~29,1,0.465688383,1,1,TRUE,0
0,10~19,0,0.775042935,1,1,TRUE,3
1,10~19,1,0.240204873,0,1,FALSE,3
1,20~29,1,0.702390013,0,1,FALSE,4
1,30~39,0,0.418364888,1,1,TRUE,2
0,20~29,1,0.318390861,1,1,TRUE,3
0,10~19,0,0.663985073,0,1,TRUE,3
0,10~19,1,0.099912271,0,1,TRUE,4
1,20~29,1,0.965039721,0,1,FALSE,0
0,20~29,0,0.0398986,1,1,TRUE,2
0,20~29,1,0.055003115,0,1,TRUE,1
0,30~39,1,0.475318445,0,1,TRUE,4
0,30~39,0,0.317413199,1,1,TRUE,0
0,10~19,1,0.096934957,1,1,FALSE,0
0,30~39,0,0.793164415,1,1,TRUE,4
0,20~29,0,0.442068236,1,1,FALSE,0
1,10~19,0,0.026209996,0,1,TRUE,3
1,20~29,1,0.09851778,0,1,TRUE,0
1,30~39,0,0.342710009,0,0,TRUE,3
1,10~19,1,0.772281313,0,1,TRUE,1
1,30~39,1,0.146576871,1,1,TRUE,1
0,20~29,1,0.800260002,0,1,FALSE,3
1,10~19,0,0.287438797,0,0,FALSE,1
1,10~19,1,0.913853996,0,1,TRUE,1
0,20~29,0,0.442041012,1,1,FALSE,3
0,20~29,1,0.951234553,0,1,TRUE,4
0,30~39,0,0.814929632,0,0,TRUE,1
0,10~19,1,0.575650583,0,1,TRUE,2
0,20~29,1,0.451820995,0,1,TRUE,2
1,20~29,1,0.846950601,0,1,TRUE,3
1,10~19,0,0.675433452,0,0,TRUE,3
0,20~29,1,0.515825433,0,1,FALSE,1
1,30~39,0,0.111519556,0,0,TRUE,4
0,10~19,1,0.815785647,0,1,FALSE,2
1,20~29,1,0.837097227,0,1,FALSE,2
1,10~19,1,0.747186158,1,1,TRUE,3
1,30~39,1,0.212772265,0,1,TRUE,4
0,30~39,1,0.887226852,0,1,TRUE,3
1,30~39,1,0.133527871,0,1,TRUE,3
0,30~39,1,0.354278772,0,1,TRUE,0
1,10~19,0,0.699429625,0,0,TRUE,0
1,10~19,0,0.777613796,0,0,FALSE,3
1,10~19,1,0.109522778,1,0,TRUE,2
1,10~19,0,0.466957244,0,0,TRUE,1
0,30~39,0,0.760692619,0,0,FALSE,4
0,20~29,1,0.306596306,1,1,TRUE,3
0,30~39,0,0.787832351,0,0,TRUE,2
0,10~19,1,0.614246116,1,1,TRUE,2
1,10~19,0,0.254729554,0,0,FALSE,0
0,20~29,0,0.162426579,0,1,TRUE,4
0,30~39,0,0.914755832,0,0,TRUE,0
0,20~29,0,0.152903985,0,0,FALSE,2
0,30~39,1,0.867745234,0,1,TRUE,3
1,10~19,0,0.410833046,1,1,TRUE,2
1,30~39,0,0.352404059,0,1,FALSE,1
1,20~29,0,0.260968593,0,1,FALSE,1
0,20~29,1,0.524971084,0,1,TRUE,3
1,10~19,1,0.192546239,0,1,FALSE,3
0,20~29,0,0.245086452,0,1,TRUE,2
1,30~39,0,0.170824039,0,1,FALSE,2
0,20~29,0,0.388827594,0,1,TRUE,4
1,20~29,1,0.785033127,1,1,TRUE,4
1,20~29,1,0.172079065,0,1,TRUE,3
0,30~39,0,0.070367791,0,0,FALSE,0
0,20~29,1,0.264840264,0,1,TRUE,1
0,10~19,1,0.661385336,0,0,TRUE,1
0,10~19,1,0.930947116,0,0,FALSE,2
0,10~19,1,0.93396576,0,1,TRUE,3
0,10~19,0,0.421717881,1,1,TRUE,1
0,30~39,1,0.571530774,0,1,TRUE,4
0,30~39,1,0.329610391,1,0,TRUE,3
0,30~39,1,0.735353153,0,0,TRUE,0
1,10~19,0,0.210659137,1,0,TRUE,1
1,30~39,0,0.744724675,0,1,TRUE,3
0,30~39,1,0.356854136,0,0,TRUE,3
0,20~29,1,0.230544877,0,1,TRUE,0
0,10~19,1,0.221112548,0,1,TRUE,0
0,10~19,1,0.847938468,1,1,TRUE,4
0,30~39,0,0.15319801,0,0,TRUE,0
0,20~29,1,0.435543547,0,1,TRUE,3
1,20~29,0,0.395283649,0,0,TRUE,0
0,30~39,1,0.106736612,0,1,TRUE,4
0,10~19,0,0.593499318,0,1,TRUE,4
1,30~39,0,0.845810451,0,1,TRUE,4
0,10~19,0,0.198661206,0,1,TRUE,1
0,10~19,1,0.210276015,0,1,TRUE,4
1,20~29,1,0.085329153,0,1,TRUE,3
0,30~39,0,0.362079204,0,0,TRUE,1
1,20~29,1,0.626227386,0,1,FALSE,2
0,10~19,0,0.16771619,0,1,FALSE,3
0,20~29,1,0.392295292,0,1,TRUE,0
0,30~39,1,0.537669117,0,1,TRUE,2
0,30~39,1,0.816985521,0,1,TRUE,3
0,30~39,0,0.579781736,0,0,FALSE,0
1,30~39,1,0.455549005,1,0,TRUE,4
0,30~39,1,0.293514399,0,0,FALSE,3
1,10~19,1,0.642774549,0,1,TRUE,3
1,10~19,0,0.135439885,1,0,TRUE,1
1,10~19,1,0.027813405,0,1,FALSE,2
0,10~19,0,0.892452468,1,1,TRUE,1
1,20~29,0,0.6669551,0,1,FALSE,0
1,10~19,1,0.183216075,0,1,TRUE,4
0,10~19,1,0.634685182,0,1,TRUE,2
0,10~19,1,0.810200415,0,1,TRUE,3
1,30~39,0,0.331214766,0,1,TRUE,2
1,20~29,1,0.485428669,0,0,FALSE,3
1,30~39,0,0.224855301,0,1,TRUE,2
0,20~29,0,0.180016855,0,1,TRUE,1
0,30~39,0,0.928094441,1,1,TRUE,2
1,10~19,1,0.314238265,0,1,TRUE,0
0,20~29,1,0.900696667,1,1,FALSE,0
0,10~19,1,0.901739646,0,1,TRUE,1
0,20~29,1,0.589432645,1,1,FALSE,4
1,30~39,1,0.773524003,0,1,TRUE,4
0,10~19,1,0.064790081,0,1,FALSE,0
1,10~19,0,0.410135815,0,0,TRUE,0
1,20~29,1,0.894014119,0,1,TRUE,1
1,10~19,1,0.432978013,0,0,TRUE,3
0,10~19,1,0.251937849,1,0,FALSE,3
1,10~19,1,0.277508001,0,1,FALSE,2
0,20~29,1,0.228390142,0,1,TRUE,0
0,30~39,0,0.218333824,0,1,TRUE,0
0,20~29,1,0.288906276,0,0,FALSE,1
0,20~29,0,0.145942905,0,1,TRUE,1
0,20~29,0,0.466531981,0,0,TRUE,0
1,10~19,1,0.734447413,1,1,FALSE,3
1,30~39,0,0.027083553,1,1,FALSE,0
1,10~19,1,0.680536289,0,1,TRUE,1
0,20~29,1,0.890513554,0,1,FALSE,0
1,30~39,1,0.191860842,0,1,TRUE,0
0,20~29,1,0.958395898,0,1,TRUE,1
0,30~39,1,0.900358834,0,1,FALSE,1
1,20~29,1,0.461279358,0,1,TRUE,4
0,30~39,0,0.915683339,1,0,TRUE,4
1,20~29,0,0.432000581,0,0,TRUE,1
0,20~29,1,0.161266607,0,1,TRUE,2
1,30~39,1,0.92721821,0,0,TRUE,3
0,10~19,1,0.248124979,1,1,FALSE,4
0,20~29,1,0.120587626,1,1,TRUE,0
0,20~29,0,0.880308385,1,0,TRUE,3
1,30~39,1,0.670214694,0,1,TRUE,0
0,30~39,0,0.667401868,0,1,TRUE,1
0,30~39,0,0.619138708,1,0,TRUE,4
1,10~19,1,0.370661027,0,1,FALSE,4
0,30~39,1,0.658799711,1,1,FALSE,4
0,20~29,0,0.329764556,0,1,FALSE,3
1,10~19,0,0.324525328,0,0,FALSE,4
1,30~39,0,0.730505536,0,0,FALSE,2
0,30~39,1,0.344008169,0,1,TRUE,3
0,20~29,0,0.691713346,0,1,FALSE,0
1,30~39,0,0.513614791,0,0,FALSE,0
1,30~39,0,0.077398643,0,1,FALSE,2
0,20~29,0,0.449500506,0,0,TRUE,3
0,20~29,0,0.870933927,0,1,TRUE,3
0,20~29,0,0.616801657,0,0,TRUE,2
